Sample,Mem
229,90.36181641
230,56.42011719
231,83.43271484
232,76.95195313
233,63.62744141
234,65.46103516
235,55.03632813
236,64.45058594
237,62.68271484
238,69.29541016
239,60.71679688
240,54.5265625
241,61.20126953
242,59.08134766
243,57.66943359
244,58.5890625
245,56.14375
246,63.15478516
247,54.21503906
248,76.28164063
249,80.64951172
250,50.90429688
251,94.98886719
252,81.00361328
253,52.96660156
254,83.29990234
255,78.74697266
256,65.46757813
257,74.75585938
258,66.95849609
259,66.78486328
260,49.85820313
261,52.234375
262,52.29345703
263,82.215625
264,65.08925781
265,52.22265625
266,79.31474609
267,84.78466797
268,63.12861328
269,54.93359375
270,46.87021484
271,74.30507813
272,50.78642578
273,81.05322266
274,45.50507813
275,42.95039063
276,78.47509766
277,78.40224609
278,54.00283203
279,53.34140625
280,85.97177734
281,61.42666016
282,76.55224609
283,56.71796875
284,78.53564453
285,86.79541016
286,58.94677734
287,49.93183594
288,42.91601563
289,48.82978516
290,37.58554688
291,60.05957031
292,49.70986328
293,71.19462891
294,53.02304688
295,57.94189453
296,52.36025391
297,52.06376953
298,55.47958984
299,55.97861328
300,59.88486328
301,67.40214844
302,70.57431641
303,62.06435547
304,59.94101563
305,61.32304688
306,54.99599609
307,67.67558594
308,54.63027344
309,45.15195313
310,52.77753906
311,44.43759766
312,42.36210938
313,52.45224609
314,36.70703125
315,52.87763672
316,49.61787109
317,37.98662109
318,50.27050781
319,38.59023438
320,46.32861328
321,62.44638672
322,62.60117188
323,40.12480469
324,46.66464844
325,31.54482422
326,49.50224609
327,48.87695313
328,34.37880859
329,49.9328125
330,50.18457031
331,60.13994141
332,48.91328125
333,54.97851563
334,32.84765625
335,58.54658203
336,53.98867188
337,36.88310547
338,15.12939453
339,43.45458984
340,42.35390625
341,46.26923828
342,45.79873047
343,40.14492188
344,23.16132813
345,49.28583984
346,45.36611328
347,22.88574219
348,52.5625
349,33.33447266
350,30.3109375
351,40.20214844
352,37.07392578
353,43.59130859
354,43.37695313
355,28.96474609
356,43.24111328
