Sample,Mem
1,93.07226563
2,93.734375
3,80.81738281
4,82.99316406
5,84.05175781
6,82.17480469
7,92.13085938
8,83.19140625
9,86.16113281
10,84.81054688
11,85.56445313
12,80.65429688
13,85.85351563
14,75.70410156
15,82.72070313
16,75.13085938
17,80.7109375
18,74.55957031
19,83.39355469
20,75.79101563
21,75.74511719
22,75.93554688
23,83.74023438
24,77.12109375
25,75.77148438
26,75.90722656
27,75.87011719
28,79.44042969
29,78.44921875
30,80.640625
31,79.5078125
32,81.38378906
33,77.12402344
34,84.4375
35,80.81835938
36,82.08105469
37,78.88183594
38,80.08496094
39,80.74804688
40,82.87890625
41,78.25878906
42,82.12988281
43,76.98925781
44,82.59863281
45,80.45800781
46,80.49804688
47,80.33300781
48,93.17773438
49,84.10742188
50,84.16210938
51,91.12402344
52,84.4609375
53,92.54882813
54,85.89550781
55,85.41699219
56,86.78710938
57,83.71386719
58,84.984375
59,84.77441406
60,85.58007813
61,84.7578125
62,86.09277344
63,85.87988281
64,88.2734375
65,83.73828125
66,85.95117188
67,84.77441406
68,87.80175781
69,87.13476563
70,90.04296875
71,92.48242188
72,95.36132813
73,71.37402344
74,79.59765625
75,75.53710938
76,78.078125
77,80.95703125
78,81.33496094
79,84.3515625
80,77.0546875
81,76.87597656
82,77.34570313
83,79.72070313
84,77.70507813
85,86.82617188
86,80.60644531
87,85.03710938
88,79.40039063
89,71.04199219
90,76.23242188
91,70.79980469
92,77.63378906
93,74.26464844
94,72.87792969
95,74.43457031
96,73.69335938
97,76.16601563
98,73.25488281
99,75.37011719
100,71.71386719
101,75.03027344
102,92.46386719
103,85.53222656
104,84.99902344
105,86.49023438
106,93.6015625
107,86.06835938
108,83.28515625
109,85.34277344
110,91.52441406
111,85.29882813
112,89.16210938
113,84.65527344
114,84.05078125
115,87.89453125
116,86.27832031
117,85.46484375
118,86.69335938
119,85.25878906
120,83.5859375
121,83.06738281
122,83.77832031
123,88.49316406
124,86.02441406
125,84.35253906
126,87.11035156
127,84.16503906
128,85.484375
129,84.63769531
130,83.78027344
131,84.62011719
132,85.98242188
133,84.15234375
134,84.13085938
135,83.15429688
136,82.73925781
137,85.28613281
138,85.58984375
139,87.52050781
140,84.90917969
141,86.95214844
142,83.88671875
143,86.35546875
144,86.35449219
145,87.38476563
146,88.40527344
147,84.43847656
148,90.4140625
149,84.08105469
150,86.60546875
151,86.77539063
152,87.06054688
153,88.71289063
154,85.35839844
155,86.94238281
156,88.046875
157,86.84472656
158,84.3984375
159,87.54785156
160,93.01367188
161,86.33007813
162,85.95605469
163,86.95605469
164,86.1875
165,93.30371094
166,85.46386719
167,85.86132813
168,91.28710938
169,85.70019531
170,87.69726563
171,88.52929688
172,87.82617188
173,86.32421875
174,93
175,88.30761719
176,91.18457031
177,92.37304688
178,87.08203125
179,90.51074219
180,86.59570313
181,87.56445313
182,86.44335938
183,90.49511719
184,87.9296875
185,91.57519531
186,88.08398438
187,87.83886719
188,89.53320313
189,85.73632813
190,90.23632813
191,93.65429688
192,86.2890625
193,90.01269531
194,93.91113281
195,86.72265625
196,86.16210938
197,91.95703125
198,86.33984375
199,90.86132813
200,86.55566406
201,88.13867188
202,92.12988281
203,89.53125
204,85.40625
205,88.171875
206,84.921875
207,86.08984375
208,85.80566406
209,88.66308594
210,86.16699219
211,87.08496094
212,85.03027344
213,85.81542969
214,85.02148438
215,89.81347656
216,87.35644531
217,87.80664063
218,89.81640625
219,84.91308594
220,88.10742188
221,87.07714844
222,87.53417969
223,89.70605469
224,86.89941406
225,88.15917969
226,91.04492188
227,88.37304688
228,90.24511719
229,89.79003906
230,79.5390625
231,88.66894531
232,92.86230469
233,90.92285156
234,91.75390625
235,90.30664063
236,88.91992188
237,90.55175781
238,90.53222656
239,91.23632813
240,91.63964844
241,95.61621094
242,90.92480469
243,92.79199219
244,91.81738281
245,92.79394531
246,93.39355469
247,91.32910156
248,94.14160156
249,92.33789063
250,92.08007813
251,91.11914063
252,93.9765625
253,93.48632813
254,94.39355469
255,93.88867188
256,92.42285156
257,94.73046875
258,96.79003906
259,93.96679688
260,95.35449219
261,98.90234375
262,92.77929688
263,99.95117188
264,93.54199219
265,96.49414063
266,99.13085938
267,93.38964844
268,99.42773438
269,93.74902344
270,97.32617188
271,89.36230469
272,95.70214844
273,91.24609375
274,92.26269531
275,99.80761719
276,94.390625
277,91.2421875
278,91.61425781
279,93.45214844
280,92.68945313
281,94.28808594
282,91.15625
283,92.48828125
284,93.27050781
285,94.27832031
286,95.94140625
287,92.31445313
288,93.30761719
289,96.06152344
290,92.25976563
291,96.59179688
292,94.20214844
293,93.22949219
294,93.70214844
295,97.24023438
296,96.59082031
297,93.69726563
298,95.13183594
299,96.45996094
300,94.06054688
301,95.47851563
302,98.33886719
303,98.71582031
304,92.53710938
305,93.04980469
306,93.31542969
307,95.65820313
308,97.98730469
309,94.00585938
310,102.2783203
311,96.13769531
312,93.92089844
313,98.7734375
314,94.6953125
315,101.7236328
316,100.3525391
317,98.21875
318,93.79882813
319,92.12597656
320,95.16210938
321,93.11523438
322,93.39257813
323,102.4091797
324,95.51953125
325,95.94140625
326,99.31640625
327,95.640625
328,95.90917969
329,97.4453125
330,96.36035156
331,96.75195313
332,94.16699219
333,95.98828125
334,100.0117188
335,96.20214844
336,98.11132813
337,96.59472656
338,98.73925781
339,94.33691406
340,96.5390625
341,100.6171875
342,97.88085938
343,95.10449219
344,97.70898438
345,96.36914063
346,95.87304688
347,101.4863281
348,99.01953125
349,96.79980469
350,104.3046875
351,98.01269531
352,97.24609375
353,95.90039063
354,95.55664063
355,98.21582031
356,96.25683594
