Sample,Mem
1,77.85839844
2,90.13476563
3,75.31054688
4,71.56738281
5,74.66015625
6,70.171875
7,70.83691406
8,73.05664063
9,69.32519531
10,73.31933594
11,71.80273438
12,73.98144531
13,72.24316406
14,75.03515625
15,71.54199219
16,74.03808594
17,71.81347656
18,74.31835938
19,75.90820313
20,73.03710938
21,74.68554688
22,78.80566406
23,73.78027344
24,75.17871094
25,73.28222656
26,76.32128906
27,76.69140625
28,72.79394531
29,78.35449219
30,74.27148438
31,74.62109375
32,76.45214844
33,77.50390625
34,74.84179688
35,76.24511719
36,74.33984375
37,76.15722656
38,57.34570313
39,73.64257813
40,46.08105469
41,74.12207031
42,74.82128906
43,74.6796875
44,73.33886719
45,74.13769531
46,77.75390625
47,74.36328125
48,79.02539063
49,79.59179688
50,73.86621094
51,77.84472656
52,72.92382813
53,77.30078125
54,77.70507813
55,75.99414063
56,77.91015625
57,76.93652344
58,77.90917969
59,77.28613281
60,76.46582031
61,79.26074219
62,78.77050781
63,75.61425781
64,80.52148438
65,77.44921875
66,84.36132813
67,79.79980469
68,79.41796875
69,77.4140625
70,80.2578125
71,76.2109375
72,83.61035156
73,80.43554688
74,80.40429688
75,80.53027344
76,85.73242188
77,79.15917969
78,82.41503906
79,79.71289063
80,82.03808594
81,79.20605469
82,80.90234375
83,86.87402344
84,78.73925781
85,83.47949219
86,83.13476563
87,80.66210938
88,79.74023438
89,81.43945313
90,80.80078125
91,80.38476563
92,80.52441406
93,81.9765625
94,77.234375
95,80.83300781
96,83.19628906
97,83.59863281
98,81.64746094
99,82.51660156
100,79.94628906
101,81.22363281
102,83.25292969
103,83.12011719
104,81.73535156
105,82.08398438
106,77.79101563
107,85.4453125
108,83.45703125
109,80.83398438
110,80.85742188
111,78.79882813
112,86.63671875
113,81.70410156
114,80.31835938
115,80.47363281
116,81.609375
117,83.50390625
118,81.13964844
119,81.82617188
120,82.56445313
121,78.62695313
122,83.14257813
123,85.88964844
124,81.22167969
125,81.85253906
126,87.90527344
127,81.86523438
128,81.99902344
129,80.87597656
130,72.44921875
131,83.51171875
132,79.43164063
133,81.29589844
134,83.58007813
135,81.34082031
136,84.90722656
137,79.25195313
138,83.84863281
139,81.90527344
140,81.21386719
141,82.66894531
142,81.71875
143,79.43359375
144,83.85351563
145,84.37792969
146,78.15722656
147,85.796875
148,80.32910156
149,83.95898438
150,87.86816406
151,80.703125
152,82.03613281
153,81.64941406
154,81.53222656
155,88.54882813
156,80.53125
157,80.41894531
158,80.43945313
159,86.77929688
160,88.24023438
161,81.7734375
162,82.4609375
163,85.68359375
164,81.48144531
165,82.36230469
166,81.04785156
167,84.16992188
168,80.95214844
169,83.01855469
170,83.38574219
171,83.02246094
172,88.66699219
173,81.52050781
174,87.28515625
175,82.17871094
176,78.58886719
177,81.75488281
178,82.08789063
179,89.05664063
180,80.6484375
181,83.02929688
182,83.59570313
183,82.375
184,81.69042969
185,82.52929688
186,80.76953125
187,89.14746094
