Sample,Mem
1,93.78125
2,81.36132813
3,91.38671875
4,75.15527344
5,77.73339844
6,78.3984375
7,76.01367188
8,74.35644531
9,69.93457031
10,77.91992188
11,73.73632813
12,75.45703125
13,76.75488281
14,69.78320313
15,77.97363281
16,77.8125
17,75.79003906
18,68.83105469
19,67.72167969
20,78.77246094
21,77.43261719
22,78.35742188
23,79.65722656
24,76.86328125
25,72.65332031
26,76.61035156
27,75.24902344
28,75.94238281
29,82.11328125
30,80.63769531
31,77.29589844
32,71.06347656
33,77.70898438
34,91.42773438
35,84.99707031
36,85.14160156
37,84.36035156
38,86.83300781
39,83.21777344
40,81.86914063
41,82.38183594
42,80.359375
43,77.54980469
44,73.71484375
45,87.72949219
46,80.76367188
47,80.15527344
48,85.71875
49,83.20507813
50,75.76757813
51,83.90332031
52,79.31835938
53,76.91015625
54,83.72167969
55,85.71289063
56,80.22949219
57,73.49414063
58,77.31347656
59,81.4375
60,82.78027344
61,83.32714844
62,91.25292969
63,75.85058594
64,78.00878906
65,84.73632813
66,75.09277344
67,88.58496094
68,94.45996094
69,75.18066406
70,87.99316406
71,95.57714844
72,80.53710938
73,83.89160156
74,91.27441406
75,93.36914063
76,75.94726563
77,74.68261719
78,75.59179688
79,74.6171875
80,71.36914063
81,74.16699219
82,78.09375
83,81.89550781
84,80.88476563
85,83.078125
86,82.94921875
87,76.01660156
88,83.58007813
89,75.5078125
90,77.25976563
91,82.19140625
92,84.33789063
93,87.17089844
94,77.07617188
95,76.3984375
96,76.921875
97,76.43847656
98,80.15917969
99,74.13769531
100,83.21386719
101,79.00097656
102,80.07324219
103,76.93457031
104,76.19824219
105,84.85742188
106,83.57421875
107,82.66992188
108,84.50585938
109,88.87109375
110,86.43359375
111,81.15332031
112,80.85449219
113,81.96777344
114,92.01367188
115,81.39746094
116,85.3671875
117,82.82324219
118,86.28515625
119,88.91699219
120,82.25097656
121,85.97363281
122,84.31738281
123,85.41015625
124,79.93847656
125,75.65527344
126,82.70214844
127,81.87890625
128,83.3671875
129,90.57226563
130,86.89355469
131,84.19726563
132,92.85742188
133,80.31054688
134,84.75976563
135,86.55664063
136,90.45996094
137,84.36132813
138,84.69433594
139,87.18066406
140,80.50488281
141,80.07617188
142,80.90039063
143,82.16308594
144,80.31347656
145,81.31933594
146,86.05371094
147,85.859375
148,92.20019531
149,80.85351563
150,78.39941406
151,81.9296875
152,82.67675781
153,90.17285156
154,79.89550781
155,81.66210938
156,81.81445313
157,84.46777344
158,61.15429688
159,87.91894531
160,82.11523438
161,80.59960938
162,80.81445313
163,80.87011719
164,81.50488281
165,80.39453125
166,79.52246094
167,80.02148438
168,79.54199219
169,78.32324219
170,81.46875
171,83.19140625
172,86.22949219
173,89.17773438
174,78.71386719
175,79.32128906
176,81.67675781
177,81.60351563
178,89.36132813
179,82.5390625
180,82.06835938
181,83.73535156
182,85.68066406
