Sample,Mem
1,82.70117188
2,75.38476563
3,73.53613281
4,69.56347656
5,75.80175781
6,72.27832031
7,67.48535156
8,71.13476563
9,62.87109375
10,72.88183594
11,80.27636719
12,69.95703125
13,73.09570313
14,71.15332031
15,75.390625
16,76.90429688
17,71.62597656
18,79.99804688
19,74.91308594
20,90.63769531
21,70.79492188
22,77.875
23,81.04296875
24,65.14550781
25,70.06152344
26,71.69433594
27,74.33007813
28,81.31640625
29,75.98046875
30,71.42773438
31,80.73925781
32,79.05273438
33,70.875
34,70.46777344
35,77.66113281
36,74.88574219
37,76.36132813
38,67.48925781
39,80.984375
40,72.12109375
41,70.67285156
42,72.19335938
43,71.18359375
44,73.17285156
45,77.06835938
46,83.5859375
47,79.81738281
48,82.89648438
49,77.04199219
50,81.36230469
51,69.08398438
52,74.33398438
53,84.57128906
54,82.43164063
55,83.42285156
56,86.92089844
57,84.34667969
58,87.56640625
59,77.1953125
60,85.36523438
61,86.84863281
62,79.93164063
63,84.66210938
64,80.0078125
65,78.58691406
66,76.80273438
67,73.97753906
68,73.83007813
69,79.69726563
70,74.3671875
71,74.82519531
72,73.34375
73,76.8984375
74,73.50976563
75,74.32226563
76,76.19824219
77,80.65820313
78,69.78222656
79,78.97363281
80,70.10351563
81,73.13867188
82,82.35058594
83,73.18554688
84,70.73925781
85,71.875
86,72.01660156
87,68.26074219
88,71.38671875
89,73.7890625
90,69.92480469
91,72.56835938
92,79.65722656
93,66.80566406
94,70.97070313
95,80.17578125
96,80.53710938
97,80.23046875
98,72.26953125
99,76.35839844
100,82.20117188
101,80.46777344
102,77.64453125
103,71.23730469
104,72.64160156
105,70.37304688
106,73.57910156
107,70.60351563
108,76.32324219
109,73.25585938
110,75.41210938
111,83.33105469
112,80.6328125
113,81.33886719
114,72.265625
115,74.48828125
116,79.08789063
117,75.89355469
118,77.48925781
119,76.46289063
120,85.29003906
121,75.34570313
122,78.46191406
123,82.51171875
124,76.5
125,79.87109375
126,84.53710938
127,82.421875
128,78.29589844
129,76.73242188
130,78.28125
131,75.69433594
132,80.81054688
133,76.06152344
134,78.71972656
135,73.6953125
136,72.21191406
137,77.63769531
138,80.94433594
139,81.87988281
140,79.90332031
141,76.41601563
142,83.203125
143,74.7421875
144,74.84667969
145,82.14550781
146,75.57421875
147,79.09960938
148,79.08984375
149,74.63964844
150,77.47460938
151,77.32617188
152,77.96777344
153,85.91894531
154,72.71875
155,74.64355469
156,73.33300781
157,80.29785156
158,75.54296875
159,79.93945313
160,73.11425781
161,86.22460938
162,74.94726563
163,81.22070313
164,77.83984375
165,75.11328125
166,80.76269531
167,76.28222656
168,84.47460938
169,82.53808594
170,72.91699219
171,75.90039063
172,84.34277344
173,79.04003906
174,78.84863281
175,83.24609375
176,80.58496094
177,75.09277344
178,78.23925781
179,71.90917969
180,77.28320313
181,74.22851563
182,81.79492188
183,78.44042969
184,89.27929688
185,75.484375
186,88.60449219
187,96.88574219
188,79.48535156
189,89.20996094
190,85.83984375
191,75
192,89.50683594
193,86.72558594
194,84.06445313
195,87.97851563
196,74.27734375
197,74.95898438
198,87.24609375
199,77.13769531
200,80.6484375
201,86.24902344
202,75.125
203,72.23730469
204,77.25097656
205,86.05761719
206,76.17773438
207,85.70996094
208,82.20117188
209,77.08984375
210,81.54199219
211,81.015625
212,83.98925781
213,86.84472656
214,79.11914063
215,80.546875
216,84.75390625
217,78.7578125
218,84.9765625
219,77.84863281
220,84.45019531
221,92.65136719
222,87.15039063
223,78.14550781
224,87.27734375
225,83.18261719
226,87.9453125
227,85.06835938
228,79.90136719
229,80.59277344
230,79.87597656
231,76.21777344
232,84.3203125
233,74.4140625
234,77.4453125
235,78.79980469
236,87.46582031
237,89.9296875
238,76.12207031
239,83.12109375
240,79.24707031
241,78.79101563
242,83.76171875
243,77.86035156
244,78.35449219
245,74.07226563
246,79.046875
247,86.13085938
248,82.1640625
249,73.984375
250,103.7011719
251,76.796875
252,84.26953125
253,86.74023438
254,84.43066406
255,84.203125
256,84.234375
257,84.82714844
258,86.99804688
259,87.50292969
260,84.06152344
261,79.90136719
262,80.94140625
263,81.46875
264,81.09667969
265,78.13378906
266,88.11328125
267,83.9609375
268,80.23828125
269,83.65234375
270,79.3203125
271,77.66308594
272,81.4609375
273,86.85058594
274,83.81738281
275,81.77636719
276,82.18066406
277,80.91113281
278,84.19140625
279,79.35449219
280,84.93847656
281,85.66894531
282,82.37304688
283,79.73535156
284,84.80273438
285,83.97949219
286,76.18164063
287,80.65917969
288,85.47558594
289,79.28222656
290,74.25585938
291,85.95996094
292,88.91992188
293,82.5625
294,82.97753906
295,82.54003906
296,97.83105469
297,86.4140625
298,81.04492188
299,85.390625
300,75.60742188
301,78.95410156
302,87.43457031
303,95.03417969
304,96.04785156
305,96.16015625
306,96.44921875
307,96.13476563
308,87.95800781
309,96.11914063
310,108.4863281
311,94.36621094
312,93.54003906
313,97.41210938
314,95.25683594
315,115.9013672
316,91.52734375
317,103.0488281
318,95.578125
319,107.6533203
320,99.29394531
321,104.3564453
