Sample,Mem
212,60.48271484
213,85.95458984
214,73.61337891
215,84.86445313
216,79.42900391
217,66.59160156
218,70.84091797
219,71.20332031
220,50.64238281
221,76.95537109
222,63.97626953
223,82.89921875
224,77.35791016
225,46.46484375
226,60.35019531
227,46.27392578
228,37.55205078
229,46.67255859
230,35.22597656
231,33.58652344
232,38.07138672
233,28.10322266
234,43.44775391
235,22.60703125
236,92.67041016
237,31.00869141
238,68.6734375
239,46.91123047
240,41.24345703
241,58.33564453
242,51.384375
243,31.15976563
244,54.21708984
245,52.06054688
246,42.10185547
247,70.35849609
248,41.92900391
249,29.44404297
250,42.60878906
251,39.53896484
252,36.47685547
253,43.18466797
254,46.13662109
255,16.72734375
256,52.91396484
257,28.20751953
258,55.58300781
259,59.165625
260,39.13134766
261,49.48144531
262,30.58769531
263,51.60439453
264,24.91787109
265,28.93847656
266,53.45107422
267,42.04023438
268,37.32880859
269,51.7015625
270,47.04726563
271,43.50595703
272,35.65361328
273,42.92988281
274,58.10849609
275,51.63085938
276,52.98515625
277,41.88525391
278,57.86816406
279,49.76611328
280,44.90751953
281,27.63007813
282,29.50859375
283,23.75302734
284,39.75546875
285,26.22978516
286,56.878125
287,49.51152344
288,54.73017578
289,34.12900391
290,50.28486328
291,52.50253906
292,29.228125
293,49.50234375
294,30.06367188
295,61.33369141
296,47.41855469
297,29.08994141
298,50.72158203
299,49.77041016
300,29.99619141
301,19.80742188
302,22.32890625
303,42.00957031
304,40.31347656
305,39.50654297
306,25.4921875
307,83.89003906
308,68.18398438
309,42.05957031
310,65.30087891
311,36.25644531
312,67.14824219
313,48.17519531
314,66.03691406
315,71.99755859
316,60.0390625
317,75.00244141
318,78.80361328
319,63.13808594
320,65.42929688
321,69.98730469
322,56.87783203
323,61.52949219
324,65.11884766
325,35.63632813
326,65.47148438
327,70.83759766
328,63.60615234
329,61.12958984
330,57.9765625
331,56.96640625
332,60.64453125
333,39.64101563
334,58.21845703
335,59.60078125
336,43.18496094
337,61.22910156
338,61.69902344
339,48.25097656
340,70.83144531
341,72.18457031
342,64.45957031
343,35.37294922
344,24.4015625
345,35.91943359
346,40.91708984
347,46.64980469
348,31.35537109
349,16.91835938
350,26.88515625
351,25.94980469
352,31.63203125
353,48.45585938
354,72.96972656
355,44.46259766
356,34.57822266
357,55.27080078
358,43.64404297
359,43.44628906
360,38.20009766
361,41.14541016
362,36.83125
363,40.20712891
364,43.29433594
365,22.05507813
366,36.14892578
367,43.63476563
368,38.01572266
369,41.79052734
370,39.765625
371,27.42734375
372,40.196875
373,28.2671875
374,34.74921875
375,44.41054688
376,29.98203125
377,24.90820313
378,26.02226563
379,43.084375
380,47.84785156
381,34.56826172
382,31.63007813
383,46.72626953
384,31.72763672
385,30.59296875
386,30.69414063
387,16.00390625
388,36.76328125
389,28.92539063
390,21.51796875
391,25.58398438
392,32.58134766
393,25.440625
394,69.72089844
395,23.7890625
396,19.66132813
397,29.23125
