Sample,Mem
267,114.8300781
268,116.3515625
269,119.65625
270,116.4482422
271,115.5566406
272,114.5673828
273,117.3837891
274,115.7119141
275,117.0058594
276,116.1181641
277,115.703125
278,118.3886719
279,116.9570313
280,116.8144531
281,114.5371094
282,114.1533203
283,115.7080078
284,117.3261719
285,120.1289063
286,115.5380859
287,114.5732422
288,115.8447266
289,114.2734375
290,119.7158203
291,116.6171875
292,117.8261719
293,116.4541016
294,119.7236328
295,117.8554688
296,116.0078125
297,115.2080078
298,119.0107422
299,116.046875
300,116.0439453
301,116.9667969
302,120.8173828
303,115.6923828
304,115.1699219
305,115.2519531
306,117.6708984
307,115.0947266
308,116.1953125
309,114.7880859
310,114.0166016
311,115.1582031
312,115.7460938
313,116.6962891
314,115.7402344
315,113.2792969
316,116.4833984
317,117.9199219
318,114.3095703
319,114.5244141
320,115.7519531
321,113.9521484
322,118.4921875
323,117.8701172
324,113.6630859
325,115.8300781
326,116.5703125
327,116.7958984
328,117.4775391
329,112.3105469
330,118.5566406
331,113.2548828
332,115.3046875
333,116.5498047
334,113.5810547
335,113.8300781
336,112.9150391
337,115.3457031
338,119.8408203
339,112.4072266
340,115.5185547
341,114.2910156
342,111.6230469
343,117.7685547
344,118.0585938
345,117.1660156
346,115.4697266
347,119.46875
348,118.0419922
349,116.2333984
350,115.3261719
351,113.2939453
352,115.9013672
353,118.4550781
354,114.9599609
355,117.3583984
356,119.1210938
357,117.4833984
358,116.8261719
359,117.078125
360,116.2431641
361,114.9980469
362,120.3388672
363,117.0292969
364,117.8876953
365,119.0449219
366,115.6240234
367,120.3457031
368,117.2080078
369,115.9511719
370,117.6289063
371,118.3632813
372,117.5087891
373,121.5683594
374,118.3027344
375,122.3896484
376,118.1826172
377,117.1123047
378,122.4189453
379,117.6904297
380,121.453125
381,119.3173828
382,118.1865234
383,126.4824219
384,120.0957031
385,121.6640625
386,125.8046875
387,123.2412109
388,129.2705078
389,123.1767578
390,124.3457031
391,121.875
392,123.1181641
393,127.3046875
394,124.3671875
395,126.3701172
396,127.3017578
397,124.3955078
398,129.9248047
399,125.5917969
400,125.3027344
401,126.1064453
402,75.5546875
403,127.6318359
404,124.6904297
405,129.5556641
406,129.6787109
407,129.9345703
408,126.2402344
409,132.8398438
410,126.6035156
411,126.2226563
412,134.3662109
413,127.7900391
414,128.2304688
415,128.6220703
416,127.7431641
417,127.5654297
418,135.1669922
419,127.6669922
420,127.8027344
421,129.1904297
422,129.0732422
423,128.5166016
424,129.0771484
425,130.0888672
426,127.2285156
427,131.65625
428,126.7763672
429,129.6972656
430,131.2353516
431,128.1259766
432,130.0878906
433,132.9306641
434,131.0625
435,133.984375
436,131.9921875
437,129.1445313
438,131.0380859
439,131.7138672
440,125.6894531
441,128.4248047
442,121.8154297
443,128.8515625
444,132.7460938
445,131.0654297
446,131.4013672
447,131.078125
448,132.2109375
449,134.4638672
450,131.0410156
451,129.2841797
452,132.3066406
453,130.0332031
454,129.9931641
